"text","hate","hatespeech_G1","annotator_G1","hatespeech_G2","annotator_G2","hatespeech_G3","annotator_G3"
"Será que em Angola já não há cena novas ??","0","1","D","0","B","0","C"
"SERA QUE EU TENHO ALZHEIMER E NAO LEMBRO???","1","1","D","1","It","0","D"
"será quem que achou as horcruxes do Niemeyer???","0","1","C","0","B","0","A"
"Será que o Passos não consegue encontrar nenhuma Lone Star que aceite sacrificar-se por Lisboa?...","0","1","C","0","V","0","B"
"sera que o povo do meu serviço vai notar se eu levar um colchão amanha","0","0","D","0","Dani","0","B"
"Serei entrevistado na @foxandfriends às 6:00 A.M. Divirta-se! https://t.co/wxFGGiGVuc","0","0","D","0","I","0","B"
"Serei entrevistado no @oreilly hoje a noite às 8:00 PM (0:00 [BR]). https://t.co/FyCYeroSrs","0","0","D","0","V","0","C"
"Serei entrevistado por @oreillyfactor às 4:00 PM (antes do Pre-Game Show do #SuperBowl ) na Fox Network. Divirta-se! https://t.co/T7olTFi2wR","0","0","A","0","I","0","E"
"@SERGIOMOROROCKS @jornalnacional 
Daqui a pouco começa @jornaldarecord 
Jornalismo de verdade. 
Vai mostrar a roubalheira no BNDES.","0","1","C","0","I","0","E"
"Seria uma pena http://t.co/DmfI0kboqw","0","0","A","0","It","0","D"
"Seria um prazer matar muçulmano.","1","1","A","1","V","0","D"
"sério que ainda tem gente que fica postando foto com a legenda GORDA MESMO, FEIA MESMO.","1","1","B","1","It","0","A"
"Ser liga tem mulher que ser faz de burra","1","1","B","1","I","1","B"
"#SerMulherÉ achar que por vc ser gorda está fora do 'normal' e feia.","1","1","C","1","It","0","A"
"#SerMulherÉ apoiar o Bolsonaro, um deputado que têm projetos de lei para punir estupradores...","0","0","D","1","It","0","A"
"#SerMulherÉ dependendo da região poder ser chicoteada, obrigada a usar burca, apanhar legalmente do marido, não poder dirigir, etc","1","1","E","1","V","0","D"
"#SerMulherÉ é qualquer coisa longe disso aqui: https://t.co/EZAOX7lVdu","0","0","C","0","B","0","E"
"#SerMulherÉ fazer xixi sentada","0","1","A","0","S","0","C"
"#SerMulherÉ lutarmor por um Brasil de direita, com mais segurança nas ruas","0","0","A","0","I","0","E"
"#SerMulherÉnão ser feminista https://t.co/Zvnt2cCLMT","1","1","D","1","S","0","E"
"#SerMulherÉ nascer num corpo de mulher","0","1","C","0","V","0","D"
"#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz","1","1","D","1","V","0","E"
"#SerMulherÉ ter condição de gerar uma vida dentro de si, ser biologicamente uma, sem essa palhaçada de 'transgênero _ https://t.co/iJO3UwHS6v","0","1","D","0","B","0","A"
"#SerMulherÉ TER (OU JÁ TER POSSUÍDO) ÚTERO, OVÁRIO, TROMPAS DE FALÓPIO ETC 
RESTO É GAMBIARRA
#InternationalWomensDay FELIZ DIA DAS MULHERES","1","1","C","0","It","1","E"
"Ser mulher é ter que provar todo dia que não é burra e é tão competente quanto qualquer um.","0","0","B","1","It","0","D"
"#SerMulherÉ ter vagina . Quem tem pênis é homem!","1","1","C","1","B","0","A"
"Ser presidente é sinal de ser excepcional, vide Temer, Collor, Lula, Sarney, Castelo Branco, Jango, Getúlio, todos _ https://t.co/ZfYzWfP2AQ","0","1","D","0","I","0","B"
"SERVE ESSA @BotafogoOficial 
COMPREI DE PRESENTE PRA MINHA PATROA
#diainternacionaldamulher https://t.co/mj6o8CkTWV","0","0","D","0","It","0","A"
"Servidos??? @ Praia De Leste - Pontal Do Paraná https://t.co/VphicEFiEY","0","0","A","0","B","0","A"
"se tá na internet... já sabem né https://t.co/GnTQoqFVX7","0","0","C","0","I","0","E"
"Se tem carne negra na esfha do Habibs, vou evitar a de calabresa","1","1","D","1","I","1","B"
"se tem uma coisa que eu odeio começa com 'PRE' e termina com 'TO' isso mesmo preconceito","1","1","C","1","It","0","A"
"Sete pessoas baleadas e mortas ontem em Chicago. O que está acontecendo lá? Totalmente fora de controle. Chicago pr _ https://t.co/A8LYAJAatr","0","0","D","0","B","0","C"
"se tu não usar um sutiã branco fica mostrando tudo","0","1","E","0","I","0","C"
"Se uma pessoa vê esse documentário e ainda acha que os refugiados não deveriam ser aceitos nos lugares, ela é muito sem coração.","1","1","C","1","Dani","0","E"
"SEU PAI SABE QUE VOCÊ POSTA ISSO NA REDE SOCIAL? #JoaquinResponde https://t.co/mIBx3Uepx2","0","0","C","0","V","0","E"
"Se vc bate em mulher, vc é um covarde de merda. 
Se vc bate nessa mulher, além de covarde, com certeza vc gosta de _ https://t.co/TL1ibsiIL4","1","1","C","1","S","0","C"
"Se vc gosta de Legião Urbana. Por favor de Unfollow. Aqui a gente tem vergonha na cara e bom gosto musical porra!","1","1","E","1","B","1","B"
"Se vc tem um namorado que diz que não olha para as gostosas e que
não bate umazinha nunca! FUJA: é uma franguinha sem caráter !!!","1","1","A","1","Dani","0","D"
"Se vc tiver 4 paus sim https://t.co/342moBcYQH","0","1","B","0","B","0","C"
"Se você assistir Titanic ao contrário, verá a história de um submarino que resgata as pessoas do mar e as coloca em uma festa.","0","0","D","0","V","0","B"
"Se você fosse candidato de direita à presidência na França, teria sua imunidade cassada por postar essa vídeo. Pois _ https://t.co/9EENktfyly","0","0","C","0","I","0","C"
"'Se você não quer refugiados pare de cria-los' https://t.co/zN9bN22ejQ","1","1","B","0","B","1","A"
"'Se você não quer refugiados pare de cria-los'
Parem de invadir países, superexplora-los com suas... https://t.co/VNtoBScz6V","1","1","A","1","V","0","A"
"Se você pesquisar 'asshole' no Twitter que é a tradução de 'babaca, idiota, etc', cai no perfil do Trump. Imparcial _ https://t.co/ukOocrvES8","0","1","D","0","B","0","B"
"se você precisa lembrar de alguém de quem você não consegue refutar uma só linha p/ não se sentir um merda, é sinal _ https://t.co/GfIK7knI5N","1","1","C","1","V","0","E"
"SEXO-CHURRASCO-CERVEJA-DORMIR ! #carnavalem4palavras","0","1","A","0","I","0","D"
"Sexta à noite = puteiro","0","1","E","0","B","0","E"
"SEXTA FEIRA É DIA DE BEBER TODAS E PEGAR TRANS
TRANS PORTE ALTERNATIVO (TÁXI, UBER, BONDE, ÔNIBUS...)
SE BEBER NÃO DIRIJA #PAZ","0","0","C","0","Dani","0","C"
"SEXTA 17:53 TÁ ABERTO O FINAL DE SEMANA
VÁLIDO SOMENTE PARA O TRABALHADOR HONESTO MEMBRO DA TRADICIONAL FAMÍLIA BR _ https://t.co/anskfVDfEI","0","0","C","0","S","0","E"
"@shitsokey seguiu-me esse e um de 'fufas do porto' ontem e eu só pensei que fosse uma brincadeira mas não, levam essa merda a sério","1","1","A","1","V","0","E"
"@shybp_ NÃO, isso é racismo.","0","1","E","0","B","0","E"
"@SICNoticias 
Que grande maçada... 
Atleta 'britânico'? https://t.co/blRp335tMq","0","0","C","0","B","0","A"
"@SICNoticias 
Tem uma solução: um ovni! https://t.co/HgYlQX4vCh","0","1","B","0","V","0","A"
"@Sidney_Andreato esse primeiro não assisti, colocando na minha lista
[","0","0","A","0","I","0","B"
"@Sidney_Andreato @GABRIELPlNHEIRO @RaquelRangel0 holocausto canibel eu não achei tudo isso não","0","1","B","0","V","0","A"
"@Sidneycarv @Pontifex_pt Mulçumanos matam cristãos e ele não fala nada. Defende a ida de refugiados mulçumanos para a Europa.","0","0","B","0","B","1","A"
"Significado das minhas tatuagens: significa q são tatuagens. Fim. https://t.co/kf6mZJHXy0","0","0","C","0","S","0","D"
"Silas Malafaia se defende! https://t.co/BONRD8K1bS","0","1","D","0","I","0","B"
"Sim, Arnold Schwarzenegger fez um péssimo trabalho como governador da California e ainda pior no Aprendiz...mas pelo menos se esforçou!","0","1","C","0","B","0","E"
"SIM, COM 16 ANOS UM JOVEM NORMAL ESTÁ VENDO MULHER PELADA E SE MASTURBANDO #JoaquinResponde https://t.co/pJTdJtkgva","1","1","D","1","It","0","B"
"Sim , dia da mulher —_ Ata desculpa eu sou burra  https://t.co/HSFpdccEXK","1","1","C","1","S","0","A"
"SIM É IGUAL A ABRAÇAR UM BARRIL #JOAQUINRESPONDE https://t.co/ktjFdi4sOr","0","1","D","0","It","0","A"
"Sim, eu tenho mais o que fazer do que ficar twittando para seu entretenimento!","0","1","D","0","I","0","B"
"@simonlestrange ah é pq postaram
a foto sem a kat e a eme aí falaram que na vdd a imagem tinha que tá em branco pq sem q cassie nd existiria","0","0","D","0","S","0","B"
"Simplesmente maravilhosa.Nikki Haley, ex-governadora da Carolina do Sul e nova representante americana nas Nações... https://t.co/it2Nw82cOF","0","0","A","0","I","0","D"
"Sim, tava tudo planejado entre a Globo e o Moro, eles queriam era matar a Marisa, sim, acredite... https://t.co/WpVlOI1Q8g","0","1","A","0","V","0","C"
"SIM, TEM QUE USAR A LÍNGUA, É UM ÓTIMO TREINAMENTO 
 #JoaquinResponde https://t.co/qzviLuRpYs","0","0","B","0","S","0","B"
"Sinceramente, se forem refugiados de países vizinhos não vejo o porque do desespero (tem a questão da cri$e, óbvio) _ https://t.co/UwwQut8LIZ","1","1","E","1","V","0","A"
"Sinto cada vez mais nojo da comunicação social. Esquerdalhos com mau perder!
@SICNoticias #YouAreFakeNews #GoTrump
https://t.co/KeZIOR301t","1","1","E","1","V","0","E"
"Sistema legal falido! '77% dos refugiados que entraram nos EUA desde o adiamento do veto são de 7 países suspeitos. _ https://t.co/nVSy7bwfC5","1","1","D","0","I","1","B"
"Smartphone Asus Zenfone 3 Branco 4G Tela 5.2', Android™_ 6.0, Câm 16Mp, 32Gb por R$ 1.376,19 https://t.co/ibKhH0VZt2","0","0","D","0","It","0","E"
"@snnjess Vira sapatão nunca te pedi nada.","1","1","E","0","I","1","B"
"Só acho que vou deixar a prova de matematica em branco","0","0","D","0","V","0","E"
"SOBRE ESSE TAL DE GOZA NA MINHA BOCA https://t.co/I1VTf6qXQq","1","0","D","1","Dani","1","B"
"Sobre Filme da #Disney que terá beijo gay. https://t.co/CPrwQWacpK","0","1","E","0","I","0","D"
"Sobreviver no Haiti, missão: @homemdeverdade MESMO!","0","0","C","0","I","0","E"
"Sócrates processa Estado português! Ou seja, Nós, vamos ter d o indemnizar. A transferência será feita direta/ para ele ou através do amigo?","0","1","D","0","V","0","D"
"Sócrates processa o Estado português. Mas, para provar a sua inocência, irá doar a indemnização recebida para abater na dívida pública.","0","1","D","0","Dani","0","A"
"Só falta dizer que Angola não é nossa... ONDE ESTÁ O PATRIOTISMO CARALHO https://t.co/ixOzMvV6zY","0","0","B","0","It","0","E"
"só falta o roberto carlos morrer agora e não ter como acabar o ano e a gente fica preso em 2013","0","1","B","0","Dani","0","A"
"só faltava dizeres que angola não é cidade também xD https://t.co/AfVPpp1YoX","0","1","C","0","V","0","C"
"SÓ FUNCIONA COM CHIP CLARO https://t.co/tkEWfjsVIF","0","0","D","0","Dani","0","B"
"Só há uma coisa que eu detesto mais que um atrasado mental:
Um atrasado mental q pensa que é um campeão qd está atrás de um ecrã de um PC","1","1","C","1","It","1","A"
"SÓ LEMBRANDO, HOJE 08 DE MARÇO É #DiaDaMulher 
M - U - L - H - E - R
PRA HOMEM QUE USA SAIA, MAQUIAGEM ETC:
SEU DIA É O 1º DE ABRIL.
#PAZ","1","1","C","1","V","1","A"
"SÓ LEMBRANDO: HOMEM DE SAIA E MAQUIAGEM COMEMORANDO O #diainternacionaldamulher É APROPRIAÇÃO CULTURAL.
NÃO VAMOS ADMITIR ISSO.","1","1","C","0","I","1","B"
"Somos o foco da resistência antifrangas modernas sem culhões !","1","1","E","1","I","1","C"
"Só msm a @RedeGlobo e @showdavida p/ fazerem uma matéria falando mal do presidente das Filipinas que quer combater c/ mais rigor... O CRIME!","0","1","A","0","B","0","E"
"só nao pode ser gorda e feia","1","1","D","1","V","1","B"
"Sono é lixooo (@ Universidade Castelo Branco - @ucbrj in Rio de Janeiro, RJ w/ @anapaulajanuzi @ruthroocha) https://t.co/4i0xi7hjTy","0","1","B","0","B","0","D"
"Só observando marmanjo reclamando de insônia e depressão https://t.co/ekvgP2gDad","0","1","E","0","B","0","D"
"só o capitalismo expulsa o comunismo das pessoas","0","0","A","0","I","1","B"
"Só o Nacionalismo é solução! por @viktortora 
https://t.co/DAXud267yh#VítorRamalho #PNR #RenovarPortugal","0","1","D","0","It","0","D"
"só os machão que no ano inteiro chamam a mulher de 'feminazi' 'puta' 'burra' hoje pagando uma de feministo p ganhar uns rt que asco!!!!","1","1","A","1","V","1","E"
"só pensam em crise vão arranjar um emprego","1","1","D","1","It","0","E"
"Só podia ser mulher pra reparar roupa https://t.co/rrFyFds3RH","1","1","E","1","B","1","E"
"Só pra deixar claro, @homemdeverdade não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !","1","1","B","1","I","1","D"
"Sopram ventos de mudança
O PNR congratula-se com o discurso de @realDonaldTrump https://t.co/cOSa9MQ2hB","0","0","B","0","V","0","B"
"sorte de hoje: vc não é a Joelma","0","0","E","1","It","0","B"
"sorte de hoje: você não chama ricarda","0","1","D","0","I","0","C"
"sorte eterna: vc não chama ariadna","0","1","B","0","V","0","D"
"Só sofrendo na pele de cobra deles que essa turma vai sentir o real socialismo/comunismo. Não é nada disso que tem na cabeça de anta deles.","1","1","A","1","Dani","0","A"
"@sosracismo sempre a fazer-se de vítima e a ameaçar com queixinhas por 'racismo e xenofobia'. Debatam como homens! _ https://t.co/hqINbq0XsB","1","1","C","1","I","0","E"
"sou a favor da pec 241 mesmo q ela me foda pq pelo menos o pt saiu do poder","0","1","A","0","V","0","B"
"sou a favor do prebiscito para essas merdas, o povo não vai aceitar nunca a liberação https://t.co/9eBT0IhH8U","1","1","B","1","I","0","C"
"Soube agora: O mesmo embaixador russo que encontrou com Jeff Sessions visitou Obama na Casa Branca 22 vezes. 4 veze _ https://t.co/JqepljsE3w","0","0","E","0","B","0","D"
"@SouBenfica1904 @SLBenfica que lindo é vermelho e branco!","0","0","A","0","I","0","E"
"Sou boba, mas não sou burra. Ingênua, mas não santa. Sou pessoa de riso fácil... e choro também!
Prazer... eu sou Mulher!","0","1","C","0","B","0","A"
"sou branco sofro racismo","0","1","A","0","I","0","E"
"sou gorda sou feia se sentar em cima eu esmago","0","1","C","0","B","0","A"
"Sou linda, maravilhosa, fofa. Ser gorda não é ser feia. Feio é quem acha o gordo feio. #ficaadica.","0","0","E","0","Dani","0","D"
"Só uma pessoa nojenta é capaz de escrever uma barbaridade destas!
Ah, é um jornalista e é verdade?
Desculpem, assim _ https://t.co/LcKvyiZUbR","0","1","C","0","It","0","B"
"'SOU MOCIDADE INDEPENDENTE'
FALOU O MACONHERO, 32 ANOS, SÓ TEXTÃO NO FEICE E MORA COM A MÃE... 
NÃO É MOCIDADE MUITO MENOS INDEPENDENTE.","1","1","D","1","V","0","D"
"Sou responsável pelo que falo, não pelo que você entende. Ok","0","0","A","0","V","0","B"
"'Sou uma mulher madura, que as vezes brinca de balanço. Sou uma criança insegura, que as vezes anda de salto alto.' #MulherDeVerdade","0","0","B","0","S","0","A"
"sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.","1","1","E","1","It","1","B"
"so vagaba no twitter essa hora","1","0","C","1","I","1","B"
"SÓ VERDADE! 
Vai no lollapaunocu vc já sabe q gosta de chupar pau https://t.co/IOa0b4J5R7","1","1","D","0","B","1","D"
"Só vou falar uma coisa sobre o Rep. Keith Ellison, em sua luta para liderar o CND, foi ele quem antecipou de antemã _ https://t.co/nDiUxdAGnJ","0","0","B","0","I","0","B"
"@spacelerman @noswse MEU DEUS A PAOLA CURITU MEU TWEET FALANDO QUE EU SOU SAPATAO E IBDICO CO PASAA MAL","1","1","E","0","B","1","B"
"S&P 500 Atinge Alta Após Trump Reforçar Promessa de Empregos' https://t.co/tlXWL7HHOihttps://t.co/ew5bHTEMAl","0","0","D","0","Dani","0","C"
"@SPFC_92_93_005 aww. essa era uma conta fake.","0","0","E","0","Dani","0","D"
"Sportinguistas a 13 minutos de festejar o primeiro troféu da época:
A eliminação do Benfica de uma prova que podia ganhar","0","1","D","0","V","0","E"
"Sportinguistas,hj n se esqueçam de votar Bruno de Carvalho.
O mundo d futebol e principalmente o mundo da comédia,precisam de + 4 anos disto","0","1","E","0","I","0","D"
"@srdeabo meu celular é zero tbm, eu to apagando o cache todo dia mas não dá 10 da manhã ja ta travado","0","0","E","0","V","0","D"
"@srdeabo se foi no RJ o moleque é um herói","0","1","C","0","I","0","D"
"@srdeabo Sempre tem uma explicação .... @ClaudeLuca_ @pedrinhu_tecix @editorahumanas @MeuPaiAusente @JOAQUINVOLTOU _ https://t.co/LW12ZO0XL4","0","0","A","0","Dani","0","B"
"Sr. @PastorMalafaia gostaria q lesse minha humilde e desesperada carta. http://t.co/VmFpuwaz n quero ir pro inferno! q faço c meus escravos?","1","1","D","1","It","0","C"
"@StalinBurrinho @RachelSherazade Parabéns as mulheres de direita..que não roubam o país, a petrobras e os aposentad _ https://t.co/FJDVGjLsUV","1","1","C","1","S","0","D"
"status: desesperado tentando achar ingresso do rock in rio.. absurdo n ter cota p negros","1","1","C","0","B","1","B"
"Status: pegando o Uber mais clichê da vida ca sapatão ouvindo Ana Carolina.","1","1","D","1","V","0","C"
"@STF_oficial como sempre o privilégio branco é visto","0","1","E","0","It","0","D"
"STF solta bruno ....e mantem o processo do bolsonaro. Sei nao eim...@otmar03 @estadohiramico @gaviaochis _ https://t.co/xFxYEGt1or","0","1","A","0","Dani","0","A"
"STF terá que analisar a descriminalização do aborto. Esperamos que reconheçam nosso direito! 
https://t.co/UMYHCXBjTt","0","1","A","0","V","0","E"
"Sua mãe admirando as estátuas qdo faz turismo https://t.co/rzl5N7qDwh","0","0","C","0","It","0","B"
"Sua mãe no trabalho até tarde https://t.co/ca0aLsBXXz","0","1","D","0","Dani","0","C"
"Sua vida está protegida por milhões de Brasileiros que oram por ele todos os dias.Deus está nesta causa. https://t.co/5643HNZKx3","0","0","D","0","B","0","E"
"Suécia, o país que continuou a dar subsídios do estado durante 1 ano a um homem que se converteu ao islão e foi lutar pelo ISIS","0","1","A","0","I","0","D"
"Sugestões para um 2010 melhor: Canonizar a Punheta, a Santa Punheta, a Sagrada Bronha de domingo. Melhor amiga do @homemdeverdade !","0","1","D","0","Dani","0","B"
"Sugestões para um 2010 melhor: Colocar Chuck Norris como protagonista da série de TV 24hs!","0","1","E","0","V","0","C"
"Sugestões para um 2010 melhor: menos Calcinha Preta nas rádios, aliás, sem calcinha é bem melhor!","0","1","C","0","B","0","C"
"Sugiro que todos os ATEUS CORAJOSOS ,leiam a Bíblia para confrontar os cristãos.#EuApoio rss https://t.co/Zvic768t2W","0","1","D","0","I","0","C"
"@SuhThekill conseguiu fazer o movimento ser mais odiado","0","0","E","0","I","0","D"
"@Sumido_ ja vi um noia indo no balcão pedir pra trocar pq ele não gostava de cheddar hahahahahahahaha","1","1","B","1","It","0","C"
"SUSPEITEI, UM SÓ NÃO SUPORTARIA TANTA DECEPÇÃO @felipeneto","0","0","E","0","It","0","B"
"@Suzi_cardozo ta parecido, tirando o fato que é loiro e branco, de resto ta OK","0","0","A","1","It","0","C"
"@Sybylla_ Ué, mas o homem branco fez isso mesmo. Esse povo pensa que a colonização foi como?","1","1","A","1","It","0","E"
"@Sybylla_ você tem algumas dicas de livros de ficção científica que podem ser lidos por crianças?","0","0","C","0","V","0","C"
"@sylly_sylvia é muito branco se doendo porque não tem capacidade e joga a culpa nas cotas.","1","1","B","1","I","0","D"
"Tô com uma vontade (bem grande) de mandar a atual dá minha ex ir se fuder!!!
*O que ela quer ficar me encarando*","1","1","E","1","I","0","A"
"tô considerando a ideia de usar burca pra não ter de interagir com as pessoas","1","1","C","1","I","0","E"
"Tô gorda e n consigo emagrecer, certeza q minha gastrite tá piorando pq só passo mal, n tenho inglês fluente, n sei nadar, sou feia +","0","1","E","0","I","0","E"
"Tô na beira da piscina e a pessoa vem perguntar se eu tô de biquíni, tô não po, tô se burca","0","1","C","0","It","0","E"
"@taaaycarino @porrapaloma18 tá curtindo gente feia e gorda","1","1","B","1","It","1","E"
"Tá calor? Chama a bombeira https://t.co/fDmAaLMedO","0","0","B","0","V","0","A"
"TACA PEDRA NOS COMUNISTA","1","1","B","1","V","0","B"
"TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. _ https://t.co/JacUZtm7i6","1","1","C","1","Dani","0","B"
"tá chegando galera https://t.co/M9X0o49qa2","0","0","A","0","S","0","E"
"Tadinho do Goby rsrsrs
 (@ryan_reminho live on http://twitcam.com/11hdu))","0","1","D","0","It","0","B"
"Tá doendo simmm, tá doendo em mimmmmm... NAMORADA DE FELIPE MELO- http://www.youtube.com/watch?v=AjV6YjREKqM","0","0","E","0","S","0","E"
"@tafacill por mim seria 30 dias pra mulher e 1 dia pro homem","1","1","A","1","V","0","A"
"@taiornn @JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE NEM SE DEFENDER!","1","1","A","1","It","0","B"
"@Tais_Renata NOssa, nem me fale, saudade da esquisita..","0","0","D","0","I","0","A"
"Tal de ''ROGELIO GARCIA'' fazendo campanha contra a indicação do Trump para Suprema Corte. 
Faz sentido... https://t.co/0WIvtaOxiK","0","1","D","0","V","0","D"
"Tá linda, santa! https://t.co/6DfUu5kQVz","0","0","B","0","I","0","A"
"Talvez as milhões de pessoas que votaram pra TORNAR A AMÉRICA GRANDE NOVAMENTE deveriam ter tido o próprio comício. _ https://t.co/x0fM7UNewA","0","0","B","1","S","0","D"
"talvez se eu nao tivesse descoberto gzsz no ano de enem estaria fazendo medicina
sapatao eh uma praga","1","1","B","1","It","0","C"
"@TAMAirlines deu a mesma coisa... abre outra aba de busca... faço a busca mas n vejo nenhum preço de promoção...","0","0","A","0","B","0","B"
"Também em #Machico, na Ilha da #Madeira, o #PNR está presente nas autárquicas pela primeira vez. Força _ https://t.co/ExI4LnWXqZ","0","0","A","0","S","0","A"
"Também o Barreiro terá uma candidatura do PNR @rpsantos1970 https://t.co/QGSfThJw1x#Barreiro #Portugal _ https://t.co/7LabEYTfIZ","0","0","B","0","B","0","E"
"TAMBÉM... SE O CARA CONVIDA PRA ALMOÇAR É ACUSADO DE ASSÉDIO, ESTUPRO ETC... https://t.co/dJkqLniAK4","0","1","B","0","B","0","B"
"Tanto dinheiro mal gasto ou pilhado pelos dirigentes podendo e devendo ser aplicado na investigação científica. Som _ https://t.co/1rA6VoyxFC","0","0","A","0","V","0","D"
"...tanto tempo que não sabe mais como ganhar, apenas veja o caos que está o nosso país - preso em conflitos em todo _ https://t.co/u0UBstAgQd","0","1","D","0","B","0","A"
"TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ _ https://t.co/DAscgN4SQb","1","1","E","1","S","0","C"
"tão lésbica que jogava campo minado só pra pegar as mina","1","1","E","1","It","1","E"
"Tá passando o jogo mulher, pô https://t.co/60ugbsi6Em","0","1","D","0","I","0","C"
"Ta p nascer mulher mais burra q eu","0","1","E","0","I","0","B"
"tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio","1","1","C","1","V","1","B"
"Ta proibido fazer piada machista, exceto se vc for o Gregorio na campanha do Freixo","0","0","E","1","S","0","B"
"Tá super legal o documentário #EuVocêTodasNós passando AGORA no @canalfutura. Dá pra acompanhar por aqui >> https://t.co/3h24XnSMhN","0","0","C","0","V","0","C"
"@tathiane_viSccp essa mulher é burra demais ou se faz? pqp","1","1","A","1","It","1","C"
"tava arrumando meu quarto achei o corpo da eliza samudio","0","1","A","0","S","0","E"
"tava me inscrevendo no Sisu e não achei a opção cota para branco.... MEC assim n da pra te ajudar miga","1","1","D","1","V","0","D"
"Tava pensando aqui e cara, como tem menina/mulher burra","1","1","D","1","S","1","B"
"@tavasconcellos no Brasil tem candidato que diz em nome de Deus, e contra refugiados. Não ah nada mais contraditório","0","1","C","0","I","0","D"
"Tchau gayzada!
Tchau Campinas!
#PartiuSp","0","0","B","1","V","0","C"
"@tchulim gente QUE FOFURA!","0","0","D","0","Dani","0","E"
"@TeamLParrilla ela podia pelo menos se preparar vestida de burca ninguém é obrigado a ficar olhando esse corpinho aí não. Eu heim!","1","1","C","0","I","1","E"
"Te amo perdidamente mais agora! RT @Quase_Gay    QUAL A GRAÇA DE TER 5846844360681615 FOLLOWERS SE SEUS TWEETS SÃO UMA MERDA????","1","1","A","1","Dani","0","B"
"tecnica em automaçao mas eu nao consegui e nao e pq sou burra e nao fui boa o suficiente nas provas de pré- requesito e sim pq sou mulher","1","0","B","1","B","1","B"
"Tem amiga, mas morre de vontade é de comê-las!","0","0","C","1","I","0","E"
"Tem brownie aqui em casa, de calabresa https://t.co/hPvIC3VdLj","0","1","A","0","V","0","D"
"Tem dias que eu vou mais sapatao do que as próprias sapatao, como hoje","1","1","A","1","B","1","C"
"tem é que privatizar as universidades mesmo só tem doutrinador marxista 
mas q eu queria uma vaguinha na ufrj queria.......","0","0","B","0","B","0","E"
"temer lixo humano","1","1","D","1","I","0","B"
"Temer vai levar no 1 turno  https://t.co/tUrZsOwBoV","0","0","A","0","I","1","B"
"tem gente que não aceita que branco tbm sofre preconceito e acha que só os negros sofrem sendo q tem negro q fala mal de branco aqui td dia","1","1","D","1","It","0","E"
"Tem gente tão chata e burra que nem entende porque tem um dia da mulher","1","1","D","1","V","0","E"
"Tem Grafite que é bonito,é arte ..Agora os rabiscos, Pichações????Tem que apagar mesmo. https://t.co/hQsbuiiPQk","0","1","E","0","B","0","E"
"Tem 'homem' q repara unha de mulher! Com certeza gostam de vara","0","1","A","0","B","0","A"
"Tem homem que pensa que mulher é máquina de refrigerante, que vc deposita apoio e recebe uma foda","1","1","A","1","V","0","C"
"tem mão de homem, ou seja, com calos.","1","1","A","1","Dani","1","B"
"tem mulher que e burra invés de seguir em frente anda pra  trás pra cometer o mesmo erro","1","1","D","1","S","1","B"
"Tem mulher que termina o namoro, fica gorda fica feia palida.. tem umas que e diferente, fica gostosaaa, linda, maravilhosa..","1","1","E","1","Dani","0","A"
"tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ","0","0","E","0","I","1","B"
"Temos de acreditar. O Salvador Sobral, com um fato novo e com a psicóloga do Éder, ainda pode superar a votação de 2016. #festivaldacanção","0","0","B","0","B","0","E"
"Temos que nos posicionar, é uma pena ver profissionais sem coragem para assumir seus direitos. Eu tenho. https://t.co/YwnPY1fmhj","0","1","D","0","V","0","B"
"tem que prender esses petista que grita fora temer nos estádios mesmo
vai esquerdar em outro lugar e me deixa ver meu hipismo em paz","1","1","C","1","I","0","B"
"tem que privatizar a porra toda mesmo tmj temer","0","0","D","1","S","0","D"
"tem que privatizar essas universidades mesmo
tá tudo aos pedaços por causa de quem?
DILMA","0","1","A","0","I","0","D"
"tem sapatão q eh pior q homem qdo recebe um ''não''","0","1","A","0","I","0","D"
"Tem STF nas Filipinas ??? acho que não né :)","0","0","B","1","It","0","A"
"Tem tanta sapatão bonita em SP que da ate vontade de ficar por aqui mesmo","0","1","E","0","I","0","A"
"tem tanto negro nesse BBB q eles vão usar as estalecas pra comprar droga","1","1","C","1","V","1","D"
"Tem uns pernilongos da angola aqui, não é possível","1","1","D","1","I","0","D"
"TEM VERGONHA DO PAI QUE DIRIGE UM MONZA 94
MAS POSTA PHOTO NO INSTA FUMANDO DROGA COM O NAMORADINHO FANQUERO:
A POPULAR MARMITA DE VAGABUNDO","1","1","A","1","B","1","E"
